sentence#sentence_id#sentence_prefix#sentence_suffix_correct#sentence_suffix_random#text_title#cultural_space#periodized_language_with_regional_variant
ѡ҆ пррцѣ и҆сайи гл҃еть. да възрⷣаує҆тсѧ дш҃а моѧ о҆ г҃и.#199#ѡ҆ пррцѣ и҆сайи гл҃еть. да възрⷣаує҆тсѧ дш҃а#моѧ о҆ г҃и.#лѣпо бо є намъ. да же не расплодитсѧ недѹгъ. и҆ ꙗ҆ви#Lepra#Bulgaria#Early period Church Slavic, Southern variant
ѡ҆ немь же сѧ є҆диноⷨ поспѣшаеъⷨ. на землю поклоньшесѧ ꙗ҆ко и҆ скотъ. ни можемъ възрѣти на всѧческыиⷯ ѡ҆ц҃а и҆ творца.#243#ѡ҆ немь же сѧ є҆диноⷨ поспѣшаеъⷨ. на землю поклоньшесѧ ꙗ҆ко и҆ скотъ. ни можемъ#възрѣти на всѧческыиⷯ ѡ҆ц҃а и҆ творца.#гл҃е михеє҆мь прркѡⷨ.#Lepra#Bulgaria#Early period Church Slavic, Southern variant
ѡ҆брѣтає҆мъ бо мно ́гыжды сицевыѧ питаниє҆мь живѹща, и҆ в ризаⷯ то́нкаⷯ ѡ҆дѣю҆щасѧ.#209#ѡ҆брѣтає҆мъ бо мно ́гыжды сицевыѧ питаниє҆мь живѹща, и҆#в ризаⷯ то́нкаⷯ ѡ҆дѣю҆щасѧ.#ѿ сихъ ре́че показаѧ ꙗ҆вѣ не лѣпо стѹжати си#Lepra#Bulgaria#Early period Church Slavic, Southern variant
съгрѣшаѧи҆ бо а҆ще мнитсѧ ѹ҆тре, себе прѣльщаѧ. кромѣ є внѣ є, ꙗ҆ко и҆справълѧа ѹ҆тре є. а҆ще и҆ внѣ мнитсѧ сы́и и҆ ризы и҆мать красны главѹ покровенѹ. и҆ шлѣмъ на главѣ спс҃ен́ыи. и҆ ѹ҆ 196 r ста ѿвр́ьста, на пытанїе книжноє. и҆ ꙗ҆зыкъ мꙋдро́стїю ѿве́рстъ. тѣмже съблюдемсѧ ѿ всѣⷯ сиⷯ.#98#съгрѣшаѧи҆ бо а҆ще мнитсѧ ѹ҆тре, себе прѣльщаѧ. кромѣ є внѣ є, ꙗ҆ко и҆справълѧа ѹ҆тре є. а҆ще и҆ внѣ мнитсѧ сы́и и҆ ризы и҆мать красны главѹ покровенѹ. и҆ шлѣмъ на главѣ спс҃ен́ыи. и҆ ѹ҆ 196#r ста ѿвр́ьста, на пытанїе книжноє. и҆ ꙗ҆зыкъ мꙋдро́стїю ѿве́рстъ. тѣмже съблюдемсѧ ѿ всѣⷯ сиⷯ.#съмѣренъ. ѿ кожа телесныѧ. ѡ҆бразъ прокаженїа є. и҆ прочаѧ,#Lepra#Bulgaria#Early period Church Slavic, Southern variant
ѹ҆мъмь же на нб҃си сы. и҆ питаꙗ ҆сѧ ст҃ыми разѹмы.#246#ѹ҆мъмь же на нб҃си сы. и҆ питаꙗ#҆сѧ ст҃ыми разѹмы.#и҆ бѣдьныѧ впаде разꙋмы.#Lepra#Bulgaria#Early period Church Slavic, Southern variant
Аще ли не поскорⸯби ѡ҆ своєⷨъ злѣ. и҆ пребыває бес покаꙗ҆нїа. да ѿлѹчѧє҆тсѧ црк҃ве.#86#Аще ли не поскорⸯби ѡ҆ своєⷨъ злѣ. и҆ пребыває#бес покаꙗ҆нїа. да ѿлѹчѧє҆тсѧ црк҃ве.#цѣлоѹ҆мна многоличнаа҆го. и҆мѹщемъ цвѣты;#Lepra#Bulgaria#Early period Church Slavic, Southern variant
разꙋмѣи́ бо ꙗ҆ко подобно симъ. и҆ павѣлъ ре́че въ второмъ коринѳьсцѣⷨ посланїи. бою ҆сѧ#169#разꙋмѣи́ бо ꙗ҆ко подобно симъ. и҆ павѣлъ ре́че въ#второмъ коринѳьсцѣⷨ посланїи. бою ҆сѧ#каꙗ҆ бо#Lepra#Bulgaria#Early period Church Slavic, Southern variant
ѡ҆ кл́ъцѣⷯ и҆ли ѡ҆ и҆номъ гл҃ати.#101#ѡ҆ кл́ъцѣⷯ и҆ли ѡ҆#и҆номъ гл҃ати.#законъ же ны#Lepra#Bulgaria#Early period Church Slavic, Southern variant
трь́пѣти є лѣпо и҆ не сътѹжати.#155#трь́пѣти є лѣпо и҆#не сътѹжати.#r ко гл҃аныи҆мъ#Lepra#Bulgaria#Early period Church Slavic, Southern variant
ѡ҆блѣче бо мѧ в ризѹ сп҃сенѹю. и҆ прочаѧ.#200#ѡ҆блѣче бо мѧ в ризѹ#сп҃сенѹю. и҆ прочаѧ.#показавшѹсѧ. все прокꙋждѧє҆ть тѣло.#Lepra#Bulgaria#Early period Church Slavic, Southern variant
