sentence#sentence_id#sentence_prefix#sentence_suffix_correct#sentence_suffix_random#text_title#cultural_space#periodized_language_with_regional_variant
влд҃цѣ∙ тократъ иꙁлѣꙁь отъ трапєꙁы∙#2139#влд҃цѣ∙ тократъ иꙁлѣꙁь#отъ трапєꙁы∙#оукаꙁатєльно∙ єжє потрѣбьнѣ члвк҃мь∙ б҃а нарицати о ̇ц҃а∙#Cyril of Jerusalem#Early Kyivan Rus'#Early period Church Slavic, Eastern variant
приѥмли жє ино съвѣдѣтєльство∙ ҁ҃ꙁ∙ псл҃мѣ∙ хс҃оу гл҃щоу прр҃кы∙#2563#приѥмли жє ино съвѣдѣтєльство∙ ҁ҃ꙁ∙ псл҃мѣ∙#хс҃оу гл҃щоу прр҃кы∙#како оубо погѫбить#Cyril of Jerusalem#Early Kyivan Rus'#Early period Church Slavic, Eastern variant
нєоудобь бо ѥсть съдовати о х҃ѣ∙#3341#нєоудобь бо ѥсть съдовати#о х҃ѣ∙#сьсоудѣхь∙ нє нєвѣдѧа̇шє#Cyril of Jerusalem#Early Kyivan Rus'#Early period Church Slavic, Eastern variant
нє рєчє бо въꙁидоу къ о ̇ц҃оу вашємоу∙ да нє о̇бьщина боудєть тварьмь∙ сь ѥдиночадыи̇мь∙ нъ оц҃оу моє꙼моу∙ и о ̇ц҃оу вашємоу∙ рєчє и ̇нако мнѣ по єстьствоу∙ и̇ и ̇нако намъ по творєнию∙ и пакы кь б҃оу#1702#нє рєчє бо въꙁидоу къ о ̇ц҃оу вашємоу∙ да нє о̇бьщина боудєть тварьмь∙ сь ѥдиночадыи̇мь∙ нъ оц҃оу моє꙼моу∙ и о ̇ц҃оу вашємоу∙ рєчє и ̇нако мнѣ#по єстьствоу∙ и̇ и ̇нако намъ по творєнию∙ и пакы кь б҃оу#оть жидъкы вєшти водьныѧ∙ нєраспловьноу сьставоу нб҃сьноую∙#Cyril of Jerusalem#Early Kyivan Rus'#Early period Church Slavic, Eastern variant
лимь сѧ∙ слово бо крьстьноѥ иоудєо̇мъ оубо ѥсть сьблаꙁнь∙#2095#лимь сѧ∙ слово бо крьстьноѥ иоудєо̇мъ#оубо ѥсть сьблаꙁнь∙#видиши ли и̇сповѣданиѥ∙#Cyril of Jerusalem#Early Kyivan Rus'#Early period Church Slavic, Eastern variant
что о б҃ꙁѣ гл҃ти∙ прѣждє да сьповѣсть коньца∙ на ꙁємли живєши∙ и коньца своѥго жилишта ꙁємлѧ нє сьвѣси∙ то како творьца достои ꙼ньнѣ въꙁможєши раꙁоумѣти∙ видиши ꙁвѣꙁды∙ а творьца и вл҃дкы нє ви#630#что о б҃ꙁѣ гл҃ти∙ прѣждє да сьповѣсть коньца∙ на ꙁємли живєши∙ и коньца своѥго жилишта ꙁємлѧ нє сьвѣси∙ то како творьца достои ꙼ньнѣ#въꙁможєши раꙁоумѣти∙ видиши ꙁвѣꙁды∙ а творьца и вл҃дкы нє ви#а꙼плⷪ҇ъ∙ ꙁиждитель благъ на#Cyril of Jerusalem#Early Kyivan Rus'#Early period Church Slavic, Eastern variant
оч҃є въ роуцѣ твои прѣдаю д҃хъ мою∙ прѣдаю да пакы въꙁьмоу∙ и сє рєкъ испоусти д҃хь∙ нъ нє на многа лѣта#2459#оч҃є въ роуцѣ твои прѣдаю д҃хъ мою∙ прѣдаю да пакы въꙁьмоу∙ и сє рєкъ#испоусти д҃хь∙ нъ нє на многа лѣта#оть о̇ц҃а и̇мѣѧ͘ и ѥго ради прѣждєоутврьжа#Cyril of Jerusalem#Early Kyivan Rus'#Early period Church Slavic, Eastern variant
нє сєѧ жє видимыѧ мѣноу∙ нъ вєтьхааго чл҃вка∙ итьлѣющааго похотьми милостьныими∙ въ ньжє нє боуди облѣщєна пакы∙ єдиною сєго съвлькьши сь сєбє д҃ши∙ нъ г҃лти ꙗко и х҃вѣ нєвѣстѣ въ пѣнии∙ съвлѣкохь риꙁоу свою∙#4084#нє сєѧ жє видимыѧ мѣноу∙ нъ вєтьхааго чл҃вка∙ итьлѣющааго похотьми милостьныими∙ въ ньжє нє боуди облѣщєна пакы∙ єдиною сєго съвлькьши сь сєбє д҃ши∙#нъ г҃лти ꙗко и х҃вѣ нєвѣстѣ въ пѣнии∙ съвлѣкохь риꙁоу свою∙#бж҃иѥмь быти∙ вѣроующиимь въ#Cyril of Jerusalem#Early Kyivan Rus'#Early period Church Slavic, Eastern variant
на в꙼сѧкъ жє б҃ъ рєкоущє капищь нєнавидѣти а ̇н꙼тихрс҃тоу∙ ꙗкожє сємоу∙ въ цр҃кви бж҃ии̇ сѣсти∙ въ ѥⷦ ⷪи̇ ц҃рь‐ кьви∙ въ раꙁорєнѣи̇∙ рєкоу жидовьстѣи̇· нє бѫ‐#2949#на в꙼сѧкъ жє б҃ъ рєкоущє капищь нєнавидѣти а ̇н꙼тихрс҃тоу∙ ꙗкожє сємоу∙ въ цр҃кви бж҃ии̇ сѣсти∙ въ ѥⷦ ⷪи̇#ц҃рь‐ кьви∙ въ раꙁорєнѣи̇∙ рєкоу жидовьстѣи̇· нє бѫ‐#врѣмѧ ∙камєнъ прѣтыканию жидомъ∙ и сп҃сєниѥ꙼ вѣроующии̇мъ∙#Cyril of Jerusalem#Early Kyivan Rus'#Early period Church Slavic, Eastern variant
̇ѥмии̇∙ оужє раꙁоумьнии̇ цвѣти сьбирають сѧ∙ на плєтєниѥ дхв҃ныи̇хь#1#̇ѥмии̇∙ оужє раꙁоумьнии̇ цвѣти сьбирають сѧ∙#на плєтєниѥ дхв҃ныи̇хь#съ#Cyril of Jerusalem#Early Kyivan Rus'#Early period Church Slavic, Eastern variant
ащє кто кого оуслышить гл҃ща∙ ꙗко коньць имать х҃во цр҃ство∙ въ ꙁнєнавиди єрєсь∙ ꙁмиѥва ѥсть∙ ина главѣ ново вълагати въ ꙁникъши∙ дръꙁноуль ѥсть нѣкто гл҃ти∙ ꙗко по съконьчании꙼ мирьстѣ х҃съ нє цр҃юѥть∙ и̇ съмѣ г҃лати∙ ꙗко слово и̇ꙁь о ̇ц҃а∙ пакы въꙁвративь сѧ∙#3105#ащє кто кого оуслышить гл҃ща∙ ꙗко коньць имать х҃во цр҃ство∙ въ ꙁнєнавиди єрєсь∙ ꙁмиѥва ѥсть∙ ина главѣ ново вълагати въ ꙁникъши∙ дръꙁноуль ѥсть нѣкто гл҃ти∙ ꙗко по съконьчании꙼ мирьстѣ х҃съ#нє цр҃юѥть∙ и̇ съмѣ г҃лати∙ ꙗко слово и̇ꙁь о ̇ц҃а∙ пакы въꙁвративь сѧ∙#по о̇браꙁоу подобию нашємоу∙ всѧко нѣкомоу#Cyril of Jerusalem#Early Kyivan Rus'#Early period Church Slavic, Eastern variant
нє имѫштиимъ жє оушиѭ∙ є̇рєтикомъ тьчиѭ∙ нє въпиѭть∙ и бл҃гочиниѥмь г҃лють∙ нє иного соушта б҃а и творьца∙ и прѣдѣльника оучиньшааго вьсє∙ и никтожє да нє приимєть глюштиихъ нѣцѣхь∙ иного соушта свѣтоу творьца∙#1202#нє имѫштиимъ жє оушиѭ∙ є̇рєтикомъ тьчиѭ∙ нє въпиѭть∙ и бл҃гочиниѥмь г҃лють∙ нє иного соушта б҃а и творьца∙ и прѣдѣльника оучиньшааго вьсє∙ и#никтожє да нє приимєть глюштиихъ нѣцѣхь∙ иного соушта свѣтоу творьца∙#б҃а нєможьно ѥсть∙#Cyril of Jerusalem#Early Kyivan Rus'#Early period Church Slavic, Eastern variant
люблю жє вы ꙗко вьсєгда мѧ помьнитє∙ и прѣданиѧ ѧжє прѣдахь вамъ сьдрьжитє∙#4123#люблю жє вы ꙗко вьсєгда мѧ помьнитє∙ и прѣданиѧ#ѧжє прѣдахь вамъ сьдрьжитє∙#како давьца дш҃и#Cyril of Jerusalem#Early Kyivan Rus'#Early period Church Slavic, Eastern variant
а̇ сьдє и꙼ страха и̇ прѣльсти бѣжєниѥ∙ ꙁло ꙗко прѣльстити#2985#а̇ сьдє и꙼ страха и̇ прѣльсти бѣжєниѥ∙#ꙁло ꙗко прѣльстити#прѣждє самы о̇соуждаю#Cyril of Jerusalem#Early Kyivan Rus'#Early period Church Slavic, Eastern variant
нъ мощьно ѥсть рєчєть нѣкто∙ ѥжє въставити мрътвы∙ и̇ є̇щє въстави є̇лисєи̇ два краты∙ и живъ#2633#нъ мощьно ѥсть рєчєть нѣкто∙ ѥжє въставити мрътвы∙ и̇ є̇щє въстави#є̇лисєи̇ два краты∙ и живъ#пєр꙼сьска∙ и̇ мидьска∙ црс҃тва соуть∙ а̇ сн҃ѫ прѣдѣла нѣсть∙ тачє#Cyril of Jerusalem#Early Kyivan Rus'#Early period Church Slavic, Eastern variant
овогда жє како творьць ѥсть вьсѣмъ∙ и нє ꙁа#3446#овогда жє како творьць ѥсть вьсѣмъ∙#и нє ꙁа#подобаа̇шє бо чистоуоумꙋ и оучитєлю чистотѣ∙ о̇ть#Cyril of Jerusalem#Early Kyivan Rus'#Early period Church Slavic, Eastern variant
тъгда б҃ь въꙁдасть ѥмоу чьсть црс҃тва∙#267#тъгда б҃ь въꙁдасть ѥмоу#чьсть црс҃тва∙#ши ли оувѣдѣти ꙗко сп҃сєна ѥсть∙ писано#Cyril of Jerusalem#Early Kyivan Rus'#Early period Church Slavic, Eastern variant
сь∙ до дьньшнѧаго бѣсы и̇ꙁгонить∙ о꙼тровьникь∙ и чародѣиць въꙁдражѧѥть вльшьства∙ сь∙ съ іс҃мь ꙗвити сѧ имать пакы сь нб҃сє∙#2508#сь∙ до дьньшнѧаго бѣсы и̇ꙁгонить∙ о꙼тровьникь∙ и чародѣиць въꙁдражѧѥть вльшьства∙ сь∙ съ іс҃мь#ꙗвити сѧ имать пакы сь нб҃сє∙#Каѧ тѧ просвѣти сила∙ ѡ раꙁбоиничє∙ кто тѧ наоучи покланѧти сѧ прѣобидимѫоумоу∙ и сь тобою распѧтоуоумоу∙ ѡ свѣтє присносоущии̇∙ свѣтьлыи творѧ о̇мрачєниѧ∙ тѣмьжє правьдьнѣ слышаашє∙ пъваниѥ∙ ꙗко дѣла твоѧ̇#Cyril of Jerusalem#Early Kyivan Rus'#Early period Church Slavic, Eastern variant
насъ∙ то оужє о̇ сємь искати ли трѣбѣ ѥсть∙#1026#насъ∙ то оужє о̇ сємь искати#ли трѣбѣ ѥсть∙#сп҃сєниѥ∙ и꙼ хоштє#Cyril of Jerusalem#Early Kyivan Rus'#Early period Church Slavic, Eastern variant
гл҃ть оубо въ пѣниихъ∙ въ покровѣ камѧнѣ блиꙁъ#2575#гл҃ть оубо въ пѣниихъ∙ въ#покровѣ камѧнѣ блиꙁъ#роуно сьходѧ#Cyril of Jerusalem#Early Kyivan Rus'#Early period Church Slavic, Eastern variant
много бо множьство оубо∙ нъ єщє мало#3061#много бо множьство оубо∙#нъ єщє мало#добрѫ жє и̇ ꙁлоу∙ младѣи̇шии̇хъ слышѧштє млѣко въвождєниѥ∙ да и̇ въкоупѣ и наоучєниѥ∙ трѣбованиѥ и̇мѫштє∙ и̇ польꙁоу прии̇моуть∙ и̇мѫштии̇#Cyril of Jerusalem#Early Kyivan Rus'#Early period Church Slavic, Eastern variant
нє бо л꙼юдиѥ соуть имоущєи раꙁоума∙ старѣишины жьрчьскыѧ̇ нє раꙁоумѣвають∙ а жєны самовидьствоують∙ и пришьдъшємъ во и̇номъ въ градъ съ н꙼имь∙ и ̇#2628#нє бо л꙼юдиѥ соуть имоущєи раꙁоума∙ старѣишины жьрчьскыѧ̇ нє раꙁоумѣвають∙ а жєны самовидьствоують∙ и пришьдъшємъ во#и̇номъ въ градъ съ н꙼имь∙ и ̇#гл҃ѧ∙ коль чоудьна#Cyril of Jerusalem#Early Kyivan Rus'#Early period Church Slavic, Eastern variant
ꙁємли бо срѣда голгоѳа си ѥсть∙ нє моѥ слово сє прр҃кь ѥсть г҃лавыи∙#2429#ꙁємли бо срѣда голгоѳа си ѥсть∙ нє моѥ слово#сє прр҃кь ѥсть г҃лавыи∙#вѣрою∙ и̇ є̇лисава г҃лющи#Cyril of Jerusalem#Early Kyivan Rus'#Early period Church Slavic, Eastern variant
послѣжє съжьжєно∙ и̇ попєль огньмь бывъ∙ тожє бм҃ь наричємо ѥсть#710#послѣжє съжьжєно∙ и̇ попєль огньмь бывъ∙ тожє#бм҃ь наричємо ѥсть#како състрѣлѧѥши#Cyril of Jerusalem#Early Kyivan Rus'#Early period Church Slavic, Eastern variant
по въꙁдоухоу въ врѣмѧ подобьно∙ и̇ доньдєжє врѣмѧ то придєть на славьнааго ѥмоу∙ вътораа̇го пришьствиꙗ∙ и̇ да напишєть ваша и꙼мєна∙ въ книгахь животьныи꙼хь∙ и̇ написавъ к томоу да нєродить∙#2805#по въꙁдоухоу въ врѣмѧ подобьно∙ и̇ доньдєжє врѣмѧ то придєть на славьнааго ѥмоу∙ вътораа̇го пришьствиꙗ∙ и̇ да напишєть ваша и꙼мєна∙#въ книгахь животьныи꙼хь∙ и̇ написавъ к томоу да нєродить∙#ма и рекъ∙#Cyril of Jerusalem#Early Kyivan Rus'#Early period Church Slavic, Eastern variant
въста оубо мрьтвыи∙ свободивъ мрьтвыихъ∙ и мрътвыихь свободитєль∙ ижє по бє-чьстию трьпѣниѧ вѣньцьмь∙ трьновьныимь оувѧꙁєнъ бывъ∙ тъ въскрьсъ оувѧсломь съмрьтьныѧ побѣды∙ оувѧꙁє сѧ∙ нъ ꙗкожє о роспѧтии ѥго сьвѣдѣтєльства∙ прѣдъложихомъ∙ такожє и нынѣ о̇ въстании о̇оукаꙁаниѧ∙ и ꙁвѣста да сьтворимъ∙#2520#въста оубо мрьтвыи∙ свободивъ мрьтвыихъ∙ и мрътвыихь свободитєль∙ ижє по бє-чьстию трьпѣниѧ вѣньцьмь∙ трьновьныимь оувѧꙁєнъ бывъ∙ тъ въскрьсъ оувѧсломь съмрьтьныѧ побѣды∙ оувѧꙁє сѧ∙ нъ ꙗкожє о роспѧтии ѥго#сьвѣдѣтєльства∙ прѣдъложихомъ∙ такожє и нынѣ о̇ въстании о̇оукаꙁаниѧ∙ и ꙁвѣста да сьтворимъ∙#собою∙ чада своѧ꙼ и꙼с колѣна∙#Cyril of Jerusalem#Early Kyivan Rus'#Early period Church Slavic, Eastern variant
нє тьчию бо дѣвицоу вѣсть∙ нъ и посагьшаѧ вѣсть и ꙁнаѥть∙ ащє по ꙁаконоу брачьство боудєть∙ и наплъни сѧ дх҃а ст҃ааго єлисавєтъ∙ и пророчьствова и рєчє∙ добра раба о г҃ѣ своѥмь∙ и отькоудоу сє мнѣ да придєть къ мнѣ мати г҃а моєго∙#3480#нє тьчию бо дѣвицоу вѣсть∙ нъ и посагьшаѧ вѣсть и ꙁнаѥть∙ ащє по ꙁаконоу брачьство боудєть∙ и наплъни сѧ дх҃а ст҃ааго єлисавєтъ∙ и пророчьствова и рєчє∙ добра раба о#г҃ѣ своѥмь∙ и отькоудоу сє мнѣ да придєть къ мнѣ мати г҃а моєго∙#а сь волєю придє#Cyril of Jerusalem#Early Kyivan Rus'#Early period Church Slavic, Eastern variant
прити на сп҃сєниѥ∙ покаи сѧ и ты такождє∙ и нє въꙁбранить ти сѧ блг҃дть∙ бєꙁаꙁорьноу си прѣдъстави штоудь#190#прити на сп҃сєниѥ∙ покаи сѧ и ты такождє∙ и нє въꙁбранить ти#сѧ блг҃дть∙ бєꙁаꙁорьноу си прѣдъстави штоудь#мъногы врагы и̇маши∙ да многꙑ стрѣлы въꙁємли∙ противѫ#Cyril of Jerusalem#Early Kyivan Rus'#Early period Church Slavic, Eastern variant
вєликоуоумоу цр҃оу∙ тѣмьжє оуготовитє сѧ#300#вєликоуоумоу цр҃оу∙ тѣмьжє#оуготовитє сѧ#причаштаашє сѧ∙ брашьнѣхъ∙#Cyril of Jerusalem#Early Kyivan Rus'#Early period Church Slavic, Eastern variant
а вы по крьщєнию подраѥмь и сьраспѧти сѧ∙ и сьпогрєти сѧ∙ и въскръсноути съ нимь сьподоблѧѥтє сѧ∙#4139#а вы по крьщєнию подраѥмь и сьраспѧти сѧ∙ и сьпогрєти сѧ∙#и въскръсноути съ нимь сьподоблѧѥтє сѧ∙#и давъ животь∙ самь въ мрьтвыи̇хь прѣбы такожє∙ почто нє вьставьшоу єлисѣю∙ д҃ши ѥдинои прѣмѣнить сѧ тѣло∙#Cyril of Jerusalem#Early Kyivan Rus'#Early period Church Slavic, Eastern variant
льжєви бо нє подобаѥть∙ вѣры имѣти∙ а рєкоу жє и принѫждєнъ соуштааго тоу силою∙ и ꙁг҃ла истиноу∙#1134#льжєви бо нє подобаѥть∙ вѣры имѣти∙ а рєкоу жє и принѫждєнъ#соуштааго тоу силою∙ и ꙁг҃ла истиноу∙#аштє ли могы нє вьꙁбранѧѥть∙ прѣданиѥ доричѫть∙#Cyril of Jerusalem#Early Kyivan Rus'#Early period Church Slavic, Eastern variant
дх҃мь боурьномь∙ ськроушить кораблѧ∙ тарьскы∙ и ꙗкожє въ лоуꙁѣ дрѣво∙ дх҃мь въсколѣблєть сѧ∙ и огнь∙ градъ∙ снѣгь∙ дх҃ь боурьнь∙#3268#дх҃мь боурьномь∙ ськроушить кораблѧ∙ тарьскы∙ и ꙗкожє въ лоуꙁѣ дрѣво∙ дх҃мь въсколѣблєть сѧ∙#и огнь∙ градъ∙ снѣгь∙ дх҃ь боурьнь∙#олу ̇пиа̇дъ∙ лѣⷮ꙯∙#Cyril of Jerusalem#Early Kyivan Rus'#Early period Church Slavic, Eastern variant
То слыши добрааго пѣстоуна мосєа гл҃юшта∙#1006#То слыши добрааго пѣстоуна#мосєа гл҃юшта∙#и трєпєшта боудєши∙ на ꙁємли∙ вєлиѥ съгрѣшєниѥ∙#Cyril of Jerusalem#Early Kyivan Rus'#Early period Church Slavic, Eastern variant
